Make;Model;Variant;Start Year;End Year;Doors;Drivetrain;Body Type;Engine Size;Aspiration;Fuel Type;Transmission Type
Mazda;626;GC 2.0;1982;1987;2-door/4-door/5-door;FWD;Coupe/Sedan/Hatchback;2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Daihatsu;Charade;G11 Turbo;1983;1987;3-door/5-door;FWD;Hatchback;1.0L;Turbocharged;Petrol;5-Speed Manual
Dodge;Charger;Shelby;1983;1987;3-door;FWD;Hatchback;2.2L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual
Ford;Telstar;TX5 Ghia;1983;1987;5-door;FWD;Hatchback;2.0L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Honda;CR-X;1st Gen;1983;1987;2-door;FWD;Coupe;1.3L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Hondamatic
Mitsubishi;Colt;C50;1983;1987;3-door/5-door;FWD;Hatchback;1.3L/1.5L/1.6L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual
Nissan;Bluebird;U11;1983;1987;4-door;FWD/AWD;Sedan/Hardtop/Wagon;1.6L/1.8L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Nissan;Cedric;Y30;1983;1987;4-door;RWD;Sedan/Hardtop;2.0L/3.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual/4-Speed Automatic
Toyota;Corolla;E80 GT-S Coupe (AE86);1983;1987;2-door;RWD;Coupe;1.60L;Naturally Aspirated;Petrol;5-Speed Manual
Toyota;Crown;S120 Royal Saloon;1983;1987;4-door;RWD;Sedan;2.80L;Naturally Aspirated;Petrol;4-Speed Automatic
Ferrari;288 GTO;;1984;1987;2-door;RWD;Berlinetta;2.9L;Twin-Turbocharged;Petrol;5-Speed Manual
Honda;Civic;3rd Gen Si;1984;1987;3-door;FWD;Hatchback;1.5L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual
Ford;Laser;KC Ghia;1985;1987;3-door/5-door;FWD;Hatchback/Sedan;1.6L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Ford;Sierra;RS Cosworth;1986;1987;3-door;RWD;Hatchback;2.0L;Turbocharged;Petrol;5-Speed Manual
Audi;Coupe;GT (Typ 81/85);1980;1988;2-door;FWD/Quattro;Coupe;1.8L/1.9L/2.0L/2.2L;Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Auto
Citroën;Visa;Club/Super;1980;1988;5-door;FWD;Hatchback;0.7L/1.1L/1.2L;Naturally Aspirated;Petrol;4-Speed Manual
Isuzu;Pick up/Faster;KBD;1980;1988;2-door/4-door;RWD/4WD;Pickup;1.6L-2.3L/2.0L-2.2L;Naturally Aspirated;Petrol/Diesel;4/5-Speed Manual/3-Speed Automatic
Jeep;J-Series Truck;J10;1980;1988;2-door;RWD/4WD;Pickup;4.2L/5.9L;Naturally Aspirated;Petrol;4-Speed Manual/3-Speed Automatic
Opel;Manta B;GT/J;1980;1988;2-door;RWD;Coupe;1.3L/1.8L/2.0L;Naturally Aspirated;Petrol;4/5-Speed Manual
BMW;5 Series;E28 520i/525i/528i;1981;1988;4-door;RWD;Sedan;2.0L/2.5L/2.8L Inline 6 Cyl;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Auto
Chevrolet;Monte Carlo;(Gen 4);1981;1988;2-door;RWD;Coupe;3.8L V6/4.4L V8/5.0L V8;Naturally Aspirated/Turbocharged;Petrol;3/4-Speed Automatic
Lamborghini;Jalpa;P350;1981;1988;2-door;RWD;TargaTop;3.5L;Naturally Aspirated;Petrol;5-Speed Manual
Opel;Ascona;C GL;1981;1988;2-door/4-door/5-door;FWD;Sedan/Hatchback;1.3L/1.6L/1.8L/2.0L;Naturally Aspirated;Petrol/Diesel;4/5-Speed Manual/3-Speed Automatic
Renault;9;GTL;1981;1988;4-door;FWD;Sedan;1.4L;Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Automatic
Volkswagen;Passat;B2 C/CL/GL;1981;1988;3-door/5-door;FWD;Hatchback;1.3L;Naturally Aspirated;Petrol;4-Speed Manual
Volkswagen;Passat;B2 C/CL/GL;1981;1988;3-door/5-door;FWD;Hatchback;1.6L;Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Automatic
Volkswagen;Passat;B2 C/CL/GL;1981;1988;5-door;FWD;Wagon(Variant);1.6L;Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Automatic
Volkswagen;Passat;B2 Diesel;1981;1988;3-door/5-door;FWD;Hatchback/Wagon;1.6L;Naturally Aspirated;Diesel;4/5-Speed Manual
Chrysler;LeBaron;(K-Car);1982;1988;2-door/4-door;FWD;Coupe/Sedan/Convertible/Wagon;2.2L Inline 4 Cyl/2.5L Inline 4 Cyl/2.2L Turbo;Naturally Aspirated/Turbocharged;Petrol;3-Speed Auto/4/5-Speed Manual
Citroën;Visa;GT/Chrono/GTI;1982;1988;5-door;FWD;Hatchback;1.4L/1.6L;Naturally Aspirated;Petrol;4/5-Speed Manual
Chrysler;New Yorker;(E-Class);1983;1988;4-door;FWD;Sedan;2.2L Inline 4 Cyl/2.5L Inline 4 Cyl/2.2L Turbo;Naturally Aspirated/Turbocharged;Petrol;3-Speed Automatic
Dodge;600;;1983;1988;2-door/4-door;FWD;Coupe/Sedan/Convertible;2.2L/2.5L/2.6L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/3-Speed Automatic
Fiat;Ritmo;Abarth 130 TC;1983;1988;3-door;FWD;Hatchback;2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Nissan;Silvia;S12;1983;1988;2-door;RWD;Coupe/Hatchback;1.8L/2.0L/3.0L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Peugeot;505;Turbo Injection;1983;1988;4-door;RWD;Sedan;2.2L;Turbocharged;Petrol;5-Speed Manual
Suzuki;Cultus/Swift;SA;1983;1988;3-door/5-door;FWD;Hatchback;1.0L/1.3L;Naturally Aspirated/Turbocharged;Petrol;4/5-Speed Manual/3-Speed Automatic
Suzuki;Swift;1st Gen (SA);1983;1988;3-door/5-door;FWD;Hatchback;1.0L/1.3L;Naturally Aspirated/Turbocharged;Petrol;4/5-Speed Manual/3-Speed Automatic
BMW;M5;E28;1984;1988;4-door;RWD;Sedan;3.5L Inline 6 Cyl;Naturally Aspirated;Petrol;5-Speed Manual
Ford;Falcon;XF Ghia;1984;1988;4-door/5-door;RWD;Sedan/Wagon;4.1L;Naturally Aspirated;Petrol;3/4-Speed Automatic
Nissan;200SX;S12;1984;1988;2-door;RWD;Coupe;1.8L;Turbocharged;Petrol;5-Speed Manual
Suzuki;Alto;CA71;1984;1988;3-door/5-door;FWD/4WD;Hatchback;543cc;Naturally Aspirated/Turbocharged;Petrol;4/5-Speed Manual/3-Speed Automatic
Toyota;Hilux;N50 SR5 Pickup 4WD;1984;1988;2-door;4WD;PickupTruck;2.40L;Naturally Aspirated;Petrol;5-Speed Manual
Volkswagen;Passat;B2 Syncro;1984;1988;5-door;4WD;Wagon(Variant);2.0L/2.2L;Naturally Aspirated;Petrol;5-Speed Manual
Hyundai;Sonata;Y1;1985;1988;4-door;RWD;Sedan;1.8L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Lamborghini;Countach;LP5000 QV;1985;1988;2-door;RWD;Coupe;5.2L;Naturally Aspirated;Petrol;5-Speed Manual
Toyota;Cressida;X70 Luxury Wagon;1985;1988;5-door;RWD;Wagon;2.80L;Naturally Aspirated;Petrol;4-Speed Automatic
Porsche;924;S;1986;1988;2-door;RWD;Coupe;2.5L;Naturally Aspirated;Petrol;5-Speed Manual
Toyota;Corolla;E80 FX16 Hatchback;1987;1988;3-door;FWD;Hatchback;1.60L;Naturally Aspirated;Petrol;5-Speed Manual
Alfa Romeo;Sprint;1.5 Veloce;1980;1989;3-door;FWD;Coupe;1.5L Boxer;Naturally Aspirated;Petrol;5-Speed Manual
BMW;6 Series;E24 635CSi;1980;1989;2-door;RWD;Coupe;3.4L Inline 6 Cyl;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Auto
Datsun-Nissan;Patrol;160;1980;1989;2-door/4-door;4WD;SUV/Pickup;2.8L/4.0L/3.3L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual
Dodge;Diplomat;;1980;1989;2-door/4-door/5-door;RWD;Coupe/Sedan/Wagon;3.7L/5.2L/5.9L;Naturally Aspirated;Petrol;3-Speed Automatic
Fiat;X1/9;;1980;1989;2-door;RWD;TargaTop;1.5L;Naturally Aspirated;Petrol;5-Speed Manual
Mercedes-Benz;SL-Class;R107;1980;1989;2-door;RWD;Convertible;3.8L/4.5L/5.0L/5.6L V8;Naturally Aspirated;Petrol;4-Speed Automatic
Nissan;Patrol;160;1980;1989;2-door/4-door;4WD;SUV/Pickup;2.8L/4.0L/3.3L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual
Porsche;911;G-Model Turbo 3.3;1980;1989;2-door;RWD;Coupe;3.3L;Turbocharged;Petrol;4-Speed Manual
Rolls-Royce;Silver Spirit;I;1980;1989;4-door;RWD;Sedan;6.8L;Naturally Aspirated;Petrol;3-Speed Automatic
Rolls-Royce;Silver Spur;I;1980;1989;4-door;RWD;Sedan;6.8L;Naturally Aspirated;Petrol;3-Speed Automatic
Suzuki;Fronte;;1980;1989;3-door/5-door;FWD;Hatchback;543cc;Naturally Aspirated;Petrol;4/5-Speed Manual/2-Speed Automatic
Toyota;Land Cruiser;J60 Wagon;1980;1989;5-door;4WD;SUV;4.20L;Naturally Aspirated;Petrol;4-Speed Manual
Dodge;Aries;;1981;1989;2-door/4-door/5-door;FWD;Coupe/Sedan/Wagon;2.2L/2.5L/2.6L;Naturally Aspirated;Petrol;4-Speed Manual/3-Speed Automatic
Mitsubishi;Starion;;1982;1989;3-door;RWD;Coupe;2.0L/2.6L;Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Porsche;944;Base;1982;1989;2-door;RWD;Coupe;2.5L/2.7L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Volvo;360;GLT;1982;1989;3-door/4-door/5-door;RWD;Hatchback/Sedan;2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Isuzu;Aska;;1983;1989;4-door;FWD;Sedan;1.8L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/3-Speed Automatic
Isuzu;Impulse;;1983;1989;2-door;RWD;Coupe;2.0L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
MG;Metro;Turbo;1983;1989;3-door;FWD;Hatchback;1.3L;Turbocharged;Petrol;4-Speed Manual
Mitsubishi;Galant;5th Gen;1983;1989;4-door;FWD;Sedan;1.6L/1.8L/2.0L/2.4L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual/3/4-Speed Automatic
Nissan;300ZX;Z31;1983;1989;2-door;RWD;Coupe/T-Top;3.0L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Renault;11;TXE Electronic;1983;1989;3-door/5-door;FWD;Hatchback;1.7L;Naturally Aspirated;Petrol;5-Speed Manual
Ford;Fiesta;Mk II XR2;1984;1989;3-door;FWD;Hatchback;1.6L;Naturally Aspirated;Petrol;5-Speed Manual
Peugeot;505;GTi;1984;1989;4-door;RWD;Sedan;2.2L;Naturally Aspirated;Petrol;5-Speed Manual
Porsche;911;G-Model Carrera 3.2;1984;1989;2-door;RWD;Coupe/Targa/Cabriolet;3.2L;Naturally Aspirated;Petrol;5-Speed Manual (G50 from 87)
Toyota;4Runner;N60 SR5 SUV;1984;1989;2-door;4WD;SUV;2.37L;Naturally Aspirated;Petrol;5-Speed Manual
Toyota;MR2;AW11 Coupe;1984;1989;2-door;RWD;Coupe;1.60L;Naturally Aspirated;Petrol;5-Speed Manual
Chrysler;LeBaron;GTS;1985;1989;5-door;FWD;Hatchback;2.2L Inline 4 Cyl/2.5L Inline 4 Cyl;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/3-Speed Auto
Dodge;Lancer;;1985;1989;5-door;FWD;Hatchback;2.2L/2.5L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/3-Speed Automatic
Ferrari;328;GTB;1985;1989;2-door;RWD;Berlinetta;3.2L;Naturally Aspirated;Petrol;5-Speed Manual
Ferrari;328;GTS;1985;1989;2-door;RWD;TargaTop;3.2L;Naturally Aspirated;Petrol;5-Speed Manual
Ferrari;412;;1985;1989;2-door;RWD;2+2Coupe;4.9L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Ferrari;Mondial;3.2;1985;1989;2-door;RWD;2+2Coupe/Cabriolet;3.2L;Naturally Aspirated;Petrol;5-Speed Manual
Honda;Accord;3rd Gen EX;1985;1989;2-door/3-door/4-door;FWD;Coupe/Aerodeck/Sedan;2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Honda;Integra;DA;1985;1989;3-door/4-door/5-door;FWD;Hatchback/Sedan;1.5L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Hyundai;Excel;X1;1985;1989;3-door/4-door/5-door;FWD;Hatchback/Sedan;1.3L/1.5L;Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Automatic
Mazda;323;BF 1.6 GT;1985;1989;3-door;FWD;Hatchback;1.6L;Turbocharged;Petrol;5-Speed Manual
Mazda;323;BF 1.7D;1985;1989;4-door/5-door;FWD;Sedan/Wagon;1.7L;Naturally Aspirated;Diesel;5-Speed Manual
Nissan;Skyline;R31;1985;1989;2-door/4-door;RWD/4WD;Coupe/Sedan/Wagon;1.8L/2.0L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Volkswagen;Scirocco;Mk2 GTX 16V;1985;1989;3-door;FWD;Coupe;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
Aston Martin;V8;Vantage Volante;1986;1989;2-door;RWD;Convertible;5.3L V8;Naturally Aspirated;Petrol;5-Speed Manual
Aston Martin;V8;Saloon (Series 5);1986;1989;2-door;RWD;Coupe;5.3L V8;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Auto
Rolls-Royce;Corniche;II;1986;1989;2-door;RWD;Convertible;6.8L;Naturally Aspirated;Petrol;3-Speed Automatic
Toyota;4Runner;N60 SR5 Turbo SUV;1986;1989;2-door;4WD;SUV;2.37L;Turbocharged;Petrol;4-Speed Automatic
Toyota;Celica;T160 GT-S All-Trac Turbo;1986;1989;3-door;AWD;Coupe;2.00L;Turbocharged;Petrol;5-Speed Manual
Toyota;MR2;AW11 Supercharged Coupe;1986;1989;2-door;RWD;Coupe;1.60L;Supercharged;Petrol;5-Speed Manual
Volkswagen;Golf;Mk2 Syncro;1986;1989;5-door;4WD;Hatchback;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
Alfa Romeo;Sprint;1.7 Quadrifoglio Verde;1987;1989;3-door;FWD;Coupe;1.7L Boxer;Naturally Aspirated;Petrol;5-Speed Manual
Dodge;Raider;;1987;1989;2-door;4WD;SUV;2.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Aston Martin;Lagonda;Series 2/3/4;1980;1990;4-door;RWD;Sedan;5.3L V8;Naturally Aspirated;Petrol;3-Speed Automatic
Chevrolet;Caprice/Impala;;1980;1990;2-door/4-door;RWD;Coupe/Sedan/Wagon;3.8L V6/4.4L V8/5.0L V8;Naturally Aspirated;Petrol/Diesel;3/4-Speed Automatic
Citroën;2CV;6;1980;1990;4-door;FWD;Sedan/Convertible;0.6L;Naturally Aspirated;Petrol;4-Speed Manual
Dodge;Omni;;1980;1990;5-door;FWD;Hatchback;1.6L/1.7L/2.2L;Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Automatic
Hyundai;Pony;;1980;1990;2-door/3-door/5-door;RWD;Hatchback/Sedan/Pickup;1.2L/1.4L/1.6L;Naturally Aspirated;Petrol;4-Speed Manual
Maserati;Quattroporte;III (AM 330);1980;1990;4-door;RWD;Sedan;4.1L/4.9L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Volkswagen;Type 2 (T3);Transporter/Bus;1980;1990;4-door;RWD;Van/Bus;1.6L/2.0L (Air-cooled);Naturally Aspirated;Petrol;4-Speed Manual
Volvo;240;GLT;1980;1990;2-door/4-door/5-door;RWD;Sedan/Wagon;2.1L/2.3L;Naturally Aspirated/Turbocharged;Petrol;4/5-Speed Manual/4-Speed Automatic
Isuzu;Piazza;;1981;1990;3-door;RWD;Coupe;2.0L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Volkswagen;Polo;Mk2 C/CL/GL;1981;1990;3-door;FWD;Hatchback;1.0L;Naturally Aspirated;Petrol;4-Speed Manual
Volkswagen;Polo;Mk2 C/CL/GL;1981;1990;3-door;FWD;Hatchback;1.1L;Naturally Aspirated;Petrol;4-Speed Manual
Volkswagen;Polo;Mk2 C/CL/GL;1981;1990;3-door;FWD;Hatchback;1.3L;Naturally Aspirated;Petrol;4/5-Speed Manual
Volkswagen;Derby/Polo Classic;Mk2;1981;1990;2-door;FWD;Sedan;1.0L/1.1L/1.3L;Naturally Aspirated;Petrol;4/5-Speed Manual
Volkswagen;Scirocco;Mk2 CL/GL/GT;1981;1990;3-door;FWD;Coupe;1.3L/1.5L/1.6L;Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Automatic
Volkswagen;Type 2 (T3);Transporter/Caravelle;1981;1990;4-door;RWD;Van/Bus;1.9L/2.1L (Water-cooled);Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Automatic
Volkswagen;Type 2 (T3);Transporter Diesel;1981;1990;4-door;RWD;Van/Bus;1.6L/1.7L;Naturally Aspirated/Turbocharged;Diesel;4/5-Speed Manual
Chevrolet;Celebrity;;1982;1990;2-door/4-door;FWD;Coupe/Sedan/Wagon;2.5L Inline 4 Cyl/2.8L V6;Naturally Aspirated;Petrol;3/4-Speed Automatic
MG;Metro;;1982;1990;3-door;FWD;Hatchback;1.3L;Naturally Aspirated;Petrol;4-Speed Manual
Mitsubishi;Cordia;;1982;1990;3-door;FWD/4WD;Coupe;1.6L/1.8L;Naturally Aspirated/Turbocharged;Petrol;4/5-Speed Manual/3-Speed Automatic
Mitsubishi;Tredia;;1982;1990;4-door;FWD/4WD;Sedan;1.4L/1.6L/1.8L/2.0L;Naturally Aspirated/Turbocharged;Petrol;4/5-Speed Manual/3-Speed Automatic
Volkswagen;Caddy;Mk1;1982;1990;2-door;FWD;Pickup;1.5L;Naturally Aspirated;Petrol;4-Speed Manual
Volkswagen;Caddy;Mk1 Diesel;1982;1990;2-door;FWD;Pickup;1.6L;Naturally Aspirated;Diesel;4/5-Speed Manual
Volkswagen;Polo;Mk2 Coupe;1982;1990;3-door;FWD;Coupe;1.0L/1.1L/1.3L;Naturally Aspirated;Petrol;4/5-Speed Manual
Volkswagen;Scirocco;Mk2 GTI/GTX;1982;1990;3-door;FWD;Coupe;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
Volvo;760;GLE;1982;1990;4-door/5-door;RWD;Sedan/Wagon;2.8L/2.3L/2.4L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4-Speed Manual + OD/4-Speed Automatic
Alfa Romeo;33;1.5;1983;1990;5-door;FWD;Hatchback;1.5L Boxer;Naturally Aspirated;Petrol;5-Speed Manual
Fiat;Regata;;1983;1990;4-door/5-door;FWD;Sedan/Wagon;1.3L/1.5L/1.6L/1.7L/1.9L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/3-Speed Automatic
Volkswagen;Golf;Mk2 C/CL/GL;1983;1990;3-door/5-door;FWD;Hatchback;1.3L;Naturally Aspirated;Petrol;4/5-Speed Manual
Volkswagen;Golf;Mk2 C/CL/GL;1983;1990;3-door/5-door;FWD;Hatchback;1.6L;Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Automatic
Volkswagen;Golf;Mk2 C/CL/GL;1983;1990;3-door/5-door;FWD;Hatchback;1.8L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Volkswagen;Golf;Mk2 Diesel;1983;1990;3-door/5-door;FWD;Hatchback;1.6L;Naturally Aspirated;Diesel;4/5-Speed Manual
Volkswagen;Golf;Mk2 GTD;1983;1990;3-door/5-door;FWD;Hatchback;1.6L;Turbocharged;Diesel;5-Speed Manual
Chrysler;Voyager/Grand Voyager;(Gen 1);1984;1990;3-door/4-door;FWD;Minivan;2.2L Inline 4 Cyl/2.5L Inline 4 Cyl/3.0L V6;Naturally Aspirated/Turbocharged;Petrol;3-Speed Auto/5-Speed Manual
Dodge;Caravan;;1984;1990;3-door/4-door;FWD;Minivan;2.2L/2.5L/2.6L/3.0L/3.3L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/3/4-Speed Automatic
Jeep;Wagoneer;XJ;1984;1990;2-door/4-door;4WD;SUV;2.5L/2.8L/4.0L;Naturally Aspirated;Petrol;3/4-Speed Automatic
Volkswagen;Golf;Mk2 GTI;1984;1990;3-door/5-door;FWD;Hatchback;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
Volkswagen;Jetta;Mk2 C/CL/GL;1984;1990;2-door/4-door;FWD;Sedan;1.3L;Naturally Aspirated;Petrol;4/5-Speed Manual
Volkswagen;Jetta;Mk2 C/CL/GL;1984;1990;2-door/4-door;FWD;Sedan;1.6L;Naturally Aspirated;Petrol;4/5-Speed Manual/3-Speed Automatic
Volkswagen;Jetta;Mk2 C/CL/GL/GT;1984;1990;2-door/4-door;FWD;Sedan;1.8L;Naturally Aspirated;Petrol;5-Speed Manual/3-Speed Automatic
Volkswagen;Jetta;Mk2 Diesel;1984;1990;2-door/4-door;FWD;Sedan;1.6L;Naturally Aspirated;Diesel;4/5-Speed Manual
Volkswagen;Jetta;Mk2 GTD;1984;1990;4-door;FWD;Sedan;1.6L;Turbocharged;Diesel;5-Speed Manual
Honda;Legend;KA1-KA6;1985;1990;2-door/4-door;FWD;Coupe/Sedan;2.0L/2.5L/2.7L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Isuzu;Gemini;2nd Gen (JT150/190);1985;1990;3-door/4-door;FWD;Hatchback/Sedan;1.5L/1.6L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/3-Speed Automatic
Nissan;Sentra;B12;1985;1990;2-door/3-door/4-door;FWD/4WD;Coupe/Sedan/Hatchback/Wagon;1.6L;Naturally Aspirated/Turbocharged;Petrol;4/5-Speed Manual/3/4-Speed Automatic
Nissan;Sunny;B12;1985;1990;2-door/3-door/4-door;FWD/4WD;Coupe/Sedan/Hatchback/Wagon;1.3L/1.5L/1.6L/1.7L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual/3/4-Speed Automatic
Volkswagen;Type 2 (T3);Syncro;1985;1990;4-door;4WD;Van/Bus;1.9L/2.1L (Water-cooled);Naturally Aspirated;Petrol;5-Speed Manual
Volvo;740;Turbo;1985;1990;4-door/5-door;RWD;Sedan/Wagon;2.3L;Turbocharged;Petrol;4-Speed Manual + OD/4-Speed Automatic
Volvo;780;Bertone;1985;1990;2-door;RWD;Coupe;2.8L/2.0L;Naturally Aspirated/Turbocharged;Petrol;4-Speed Automatic
Ford;Escort;Mk IV RS Turbo;1986;1990;3-door;FWD;Hatchback;1.6L;Turbocharged;Petrol;5-Speed Manual
Jaguar;XJ;XJ40 3.6;1986;1990;4-door;RWD;Sedan;3.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Nissan;Pulsar;N13;1986;1990;3-door/5-door;FWD/AWD;Hatchback/Sedan/Wagon;1.3L/1.5L/1.6L/1.8L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual/3/4-Speed Automatic
Volkswagen;Golf;Mk2 GTI 16V;1986;1990;3-door/5-door;FWD;Hatchback;1.8L;Naturally Aspirated;Petrol;5-Speed Manual
Volkswagen;Polo;Mk2 G40;1987;1990;3-door;FWD;Coupe;1.3L;Supercharged;Petrol;5-Speed Manual
Lamborghini;Countach;25th Anniversary;1988;1990;2-door;RWD;Coupe;5.2L;Naturally Aspirated;Petrol;5-Speed Manual
Volkswagen;Corrado;G60;1988;1990;3-door;FWD;Coupe;1.8L;Supercharged;Petrol;5-Speed Manual
Audi;Quattro;(Ur-Quattro);1980;1991;2-door;Quattro;Coupe;2.1L/2.2L;Turbocharged;Petrol;5-Speed Manual
Chevrolet;Blazer (K5);;1980;1991;2-door;RWD/4WD;SUV;4.1L Inline 6 Cyl/5.0L V8/5.7L V8;Naturally Aspirated;Petrol/Diesel;3/4-Speed Manual/3/4-Speed Auto
Chevrolet;Suburban;;1980;1991;4-door;RWD/4WD;SUV;5.0L V8/5.7L V8/7.4L V8;Naturally Aspirated;Petrol/Diesel;3/4-Speed Automatic
Citroën;CX;2000/2400;1980;1991;4-door/5-door;FWD;Sedan/Estate(Safari);2.0L/2.4L/2.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual/3-Speed Auto
Jeep;Grand Wagoneer;SJ;1980;1991;4-door;4WD;SUV;4.2L/5.9L;Naturally Aspirated;Petrol;3-Speed Automatic
Mercedes-Benz;S-Class;W126 SE/SEL/SEC;1980;1991;2-door/4-door;RWD;Sedan/Coupe;2.6L-5.5L Inline 6 Cyl/V8;Naturally Aspirated;Petrol/Diesel;4-Speed Automatic/4/5-Speed Manual
Volvo;340;DL/GL;1980;1991;3-door/5-door;RWD;Hatchback;1.4L/1.7L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual/CVT
Isuzu;Trooper;;1981;1991;3-door/5-door;4WD;SUV;1.9L-2.6L/2.2L-2.8L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual/4-Speed Automatic
Jaguar;XJS;V12 HE;1981;1991;2-door;RWD;Coupe;5.3L;Naturally Aspirated;Petrol;3-Speed Automatic
Audi;100;C3 (Typ 44);1982;1991;4-door;FWD/Quattro;Sedan/Avant;1.8L/2.0L/2.2L/2.3L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5-Speed Manual/3-Speed Auto
Mitsubishi;Pajero;L040;1982;1991;3-door/5-door;4WD;SUV;2.0L-3.0L/2.3L-2.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Audi;200;C3 (Typ 44) Turbo;1983;1991;4-door;FWD/Quattro;Sedan/Avant;2.2L;Turbocharged;Petrol;5-Speed Manual/3-Speed Auto
Jaguar;XJ-S;3.6;1983;1991;2-door;RWD;Coupe/Cabriolet;3.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Ferrari;Testarossa;;1984;1991;2-door;RWD;Berlinetta;4.9L;Naturally Aspirated;Petrol;5-Speed Manual
MG;Maestro;EFi/2.0i;1984;1991;5-door;FWD;Hatchback;2.0L;Naturally Aspirated;Petrol;5-Speed Manual
MG;Montego;EFi;1984;1991;4-door;FWD;Sedan;2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Opel;Kadett;E GSi;1984;1991;3-door/5-door;FWD;Hatchback;1.8L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Renault;Espace;I Turbo DX;1984;1991;5-door;FWD;MPV;2.0L;Turbocharged;Diesel;5-Speed Manual
MG;Montego;Turbo;1985;1991;4-door;FWD;Sedan;2.0L;Turbocharged;Petrol;5-Speed Manual
